Gene stable ID,HGNC ID,HGNC symbol,Chromosome/scaffold name,Karyotype band,Gene start (bp),Gene end (bp)
ENSG00000073614,HGNC:9886,KDM5A,12,p13.33,280057,389320
ENSG00000238132,HGNC:39251,GOLM2P1,13,q12.11,19563589,19564900
ENSG00000196199,HGNC:29810,MPHOSPH8,13,q12.11,19633659,19673441
ENSG00000254840,,,11,p11.12,50307681,50361706
ENSG00000275725,,,11,p11.2,44656771,44656920
ENSG00000227160,HGNC:50386,THEM7P,11,p13,32112049,32343409
ENSG00000254828,,,11,q11,55302290,55305060
ENSG00000240881,,,11,p14.3,23520322,23521202
ENSG00000255349,HGNC:15164,OR4A7P,11,q11,54692450,54693359
ENSG00000255078,HGNC:15163,OR4A6P,11,q11,54724847,54725816
ENSG00000254637,HGNC:15155,OR4A18P,11,p11.12,49917391,49918478
ENSG00000232242,HGNC:38032,ZYG11AP1,9,q31.1,102611162,102612155
ENSG00000255001,,,11,p11.12,50290749,50290933
ENSG00000123447,HGNC:12443,TYRL,11,p11.12,49405091,49415789
ENSG00000287302,,,9,q22.32,96419722,96421129
ENSG00000254800,,,11,p11.12,49882999,49884093
ENSG00000136824,HGNC:14011,SMC2,9,q31.1,104094260,104141419
ENSG00000197254,,,11,q12.1,58685086,58691861
ENSG00000226268,,,11,p11.12,49433480,49434438
ENSG00000255427,HGNC:54224,LINC02707,11,p13,34570876,34573982
ENSG00000260595,HGNC:31273,OR4C49P,11,p11.12,50053410,50054309
ENSG00000279761,HGNC:15280,OR5D13,11,q11,55773438,55774382
ENSG00000254412,,,11,p11.12,49098163,49101168
ENSG00000255543,,,11,q11,55267408,55267636
ENSG00000226352,HGNC:52951,PSPC1-AS2,13,q12.11,19674624,19675884
ENSG00000186509,HGNC:14724,OR9Q1,11,q12.1,58023881,58181616
ENSG00000121390,HGNC:20320,PSPC1,13,q12.11,19674752,19783019
ENSG00000166007,HGNC:43977,TRIM51HP,11,q11,55291883,55298270
ENSG00000275014,HGNC:46182,RN7SL166P,13,q12.11,19736975,19737254
ENSG00000233469,HGNC:39660,ST6GALNAC4P1,13,q12.11,19818121,19818619
ENSG00000139668,HGNC:20482,WDFY2,13,q14.3,51584455,51767709
ENSG00000279514,HGNC:15172,OR4C16,11,q11,55572128,55573060
ENSG00000268967,,,4,p11,49548564,49548855
ENSG00000288177,,,11,p11.12,49852096,49884421
ENSG00000248338,HGNC:53411,LINC02472,4,p15.1,29214253,29291869
ENSG00000239650,HGNC:18220,GUSBP4,6,p11.2,57919784,57930291
ENSG00000271967,,,6,q13,70596438,70596980
ENSG00000254526,,,11,p14.1,29159956,29266734
ENSG00000219757,,,6,q16.3,102453367,102453792
ENSG00000242034,,,4,p16.1,9553614,9553985
ENSG00000287294,,,6,q14.3,84769010,84770219
ENSG00000255096,HGNC:8320,OR5B10P,11,q12.1,58348989,58349630
ENSG00000228154,,,4,p15.2,25622777,25623601
ENSG00000232120,,,6,q12,64377795,64412779
ENSG00000255499,,,11,q12.1,55865709,55865820
ENSG00000219257,HGNC:45217,NPM1P38,6,q16.3,100050372,100051236
ENSG00000254624,HGNC:15182,OR4R3P,11,p11.12,49923049,49923886
ENSG00000250942,HGNC:48694,ENPP7P11,4,p16.1,9677308,9677934
ENSG00000253675,,,8,q21.3,86098965,86154225
ENSG00000254925,HGNC:14796,OR4C9P,11,p11.2,48464053,48464977
ENSG00000181837,HGNC:15284,OR5D17P,11,q11,55754977,55755957
ENSG00000155269,HGNC:4528,GPR78,4,p16.1,8558725,8619761
ENSG00000235531,HGNC:48724,MSC-AS1,8,q13.3,71828167,72118393
ENSG00000255040,HGNC:20402,MORF4L1P3,11,p15.2,14673606,14674555
ENSG00000057657,HGNC:9346,PRDM1,6,q21,105993463,106109939
ENSG00000186082,HGNC:6433,KRT18P14,11,p13,35860249,35861498
ENSG00000255214,,,11,p11.12,49871826,49874067
ENSG00000255283,,,11,q11,55279447,55284749
ENSG00000183134,HGNC:4502,PTGDR2,11,q12.2,60850933,60855950
ENSG00000267148,,,19,p13.3,3775996,3776182
ENSG00000166326,HGNC:19016,TRIM44,11,p13,35662775,35818007
ENSG00000182087,HGNC:17039,TMEM259,19,p13.3,1009648,1021179
ENSG00000255500,,,11,p11.12,50268161,50269273
ENSG00000287927,,,8,q21.3,85973793,85977154
ENSG00000115705,HGNC:12015,TPO,2,p25.3,1374066,1543711
ENSG00000244229,HGNC:36278,RPL26P35,18,q23,76834429,76834888
ENSG00000102796,HGNC:25832,DHRS12,13,q14.3,51767993,51804163
ENSG00000110048,HGNC:8503,OSBP,11,q12.1,59574398,59615774
ENSG00000079112,HGNC:1756,CDH17,8,q22.1,94127162,94217303
ENSG00000150637,HGNC:16961,CD226,18,q22.2,69831158,69961803
ENSG00000251220,HGNC:45139,RFPL4AP3,4,p15.2,23514940,23515284
ENSG00000250098,,,4,p15.33,12947574,12948670
ENSG00000242768,,,4,p15.2,21656511,21656869
ENSG00000249828,,,4,p11,49203171,49203726
ENSG00000284689,HGNC:14690,OR7E84P,4,p16.1,9468974,9469983
ENSG00000279379,,,4,p15.31,19257951,19258337
ENSG00000248532,,,4,p11,49523648,49523857
ENSG00000248364,HGNC:14694,OR7E86P,4,p16.1,9459255,9460244
ENSG00000260878,,,4,p12,46243548,46244215
ENSG00000154274,HGNC:25618,C4orf19,4,p14,37453925,37623495
ENSG00000236044,HGNC:31060,FABP5P2,13,q14.3,51966742,51967149
ENSG00000231061,HGNC:42723,LINC00395,13,q21.31,63667681,63738018
ENSG00000107447,HGNC:2983,DNTT,10,q24.1,96304409,96338564
ENSG00000274052,HGNC:31311,OR7E156P,13,q21.31,63737511,63742804
ENSG00000285764,,,13,q21.31,63738111,63751083
ENSG00000197991,,,13,q21.2,61409858,61427849
ENSG00000279797,HGNC:53259,LINC02339,13,q21.2,61424689,61427946
ENSG00000234033,HGNC:42005,RAC1P8,13,q21.31,61805150,61805676
ENSG00000270856,,,13,q21.31,61927090,61927272
ENSG00000229578,HGNC:42678,LINC00358,13,q21.31,61997136,62029572
ENSG00000090989,HGNC:30380,EXOC1,4,q12,55853648,55905086
ENSG00000230142,HGNC:49118,LINC01075,13,q21.31,62212577,62249947
ENSG00000227611,HGNC:49117,LINC01074,13,q21.31,62321305,62322398
ENSG00000229307,HGNC:42808,LINC00459,13,q21.31,62323657,62328833
ENSG00000232105,HGNC:36328,RPL32P28,13,q21.31,62327988,62328384
ENSG00000276586,,,13,q21.31,62397645,62397916
ENSG00000271465,HGNC:49099,SQSTM1P1,13,q21.31,62406058,62406916
ENSG00000286469,,,13,q21.31,62539351,62574905
ENSG00000228669,HGNC:42785,LINC00448,13,q21.31,62672285,62796714
ENSG00000273550,,,13,q21.31,63034668,63097797
ENSG00000227564,HGNC:42701,LINC00376,13,q21.31,63183096,63328129
ENSG00000287996,,,13,q21.31,63397011,63513393
ENSG00000202478,HGNC:42571,RNU6-81P,13,q21.31,63783801,63783904
ENSG00000213232,HGNC:42008,PPP1R2P10,13,q21.31,63811014,63811608
ENSG00000287128,,,13,q21.31,63814653,63825534
ENSG00000176555,HGNC:14705,OR4S1,11,p11.2,48306223,48307152
ENSG00000227674,HGNC:27061,LINC00355,13,q21.31,63851197,64076044
ENSG00000172772,HGNC:15139,OR10W1,11,q12.1,58266792,58268260
ENSG00000219926,HGNC:15343,OR7E104P,13,q21.31,63828840,63844125
ENSG00000254807,HGNC:31236,OR10AK1P,11,q12.1,55957216,55957630
ENSG00000197786,HGNC:15267,OR5B17,11,q12.1,58358124,58359069
ENSG00000237849,HGNC:34078,NFYAP1,13,q21.31,63975451,63976422
ENSG00000214269,HGNC:23079,LGMNP1,13,q21.31,64958097,64959396
ENSG00000286983,,,11,p11.12,50213420,50223969
ENSG00000214266,HGNC:11360,STARP1,13,q21.32,65309855,65310953
ENSG00000286382,,,11,p15.1,20596522,20596979
ENSG00000236565,HGNC:39774,HNRNPA3P5,13,q21.32,65787932,65788764
ENSG00000280288,,,11,p15.3,11725332,11726702
ENSG00000273669,,,18,q22.3,75073543,75074205
ENSG00000274150,HGNC:43618,FADS2B,11,q12.1,56890613,56927885
ENSG00000234767,HGNC:49046,LINC01052,13,q21.32,65866070,65922731
ENSG00000101695,HGNC:21150,RNF125,18,q12.1,32018825,32073219
ENSG00000286395,,,13,q21.32,65941073,65973699
ENSG00000263581,HGNC:41734,MIR548X2,13,q21.32,65966330,65966429
ENSG00000263561,HGNC:41602,MIR4704,13,q21.32,66218250,66218324
ENSG00000235737,HGNC:42010,TRIM60P19,13,q21.32,66268997,66270458
ENSG00000251356,HGNC:45106,RAB5CP2,5,q14.3,91476382,91477018
ENSG00000237378,,,13,q21.31,63746741,63751080
ENSG00000255489,,,11,p14.3,24701275,24701575
ENSG00000164299,HGNC:30721,SPZ1,5,q14.1,80319625,80321842
ENSG00000255357,,,11,p14.3,22492087,22510396
ENSG00000244176,,,11,q12.3,62011751,62012602
ENSG00000221840,HGNC:15162,OR4A5,11,q11,54706832,54707902
ENSG00000136153,HGNC:6646,LMO7,13,q22.2,75620434,75859870
ENSG00000288349,,,5,q13.2,70775506,70778475
ENSG00000065717,HGNC:11838,TLE2,19,p13.3,2997639,3047635
ENSG00000250145,,,5,q21.3,106543066,106544330
ENSG00000214626,HGNC:45107,POLR3DP1,10,q22.2,74654956,74656131
ENSG00000236308,,,10,q24.31,100190036,100190747
ENSG00000255375,,,11,p13,32132657,32143723
ENSG00000224498,HGNC:45246,MAPKAPK5P1,10,q25.1,108848186,108849561
ENSG00000248870,,,5,q14.2,82586776,82587411
ENSG00000236626,HGNC:42279,MTND5P17,10,p11.21,36432882,36434484
ENSG00000224301,,,10,q21.3,63123929,63125587
ENSG00000250984,,,5,p13.3,29795938,29796268
ENSG00000249054,HGNC:33583,FAM138D,12,p13.33,36602,38133
ENSG00000254926,,,11,q12.1,58748999,58761053
ENSG00000230609,,,10,q22.1,72560264,72560456
ENSG00000134061,HGNC:6726,CD180,5,q12.3,67179613,67196799
ENSG00000254919,,,11,p13,35915051,35918739
ENSG00000229847,HGNC:18511,EMX2OS,10,q26.11,117473215,117545068
ENSG00000255279,,,11,p12,41855920,41875997
ENSG00000103599,HGNC:25721,IQCH,15,q23,67254786,67502260
ENSG00000255996,,,12,p13.32,5032388,5032941
ENSG00000256263,HGNC:37101,DDX11L8,12,p13.33,12310,13501
ENSG00000240003,HGNC:36715,RPL7P24,5,q14.1,80500332,80501400
ENSG00000287693,,,18,q22.3,71137829,71208366
ENSG00000264388,,,18,q22.3,71588537,71588884
ENSG00000167996,HGNC:3976,FTH1,11,q12.3,61959718,61967634
ENSG00000226083,HGNC:44881,SLC39A12-AS1,10,p12.33,18001786,18010562
ENSG00000279678,,,18,q12.2,37305295,37306333
ENSG00000255746,,,12,p13.33,253442,257299
ENSG00000249101,,,5,q15,98025965,98026139
ENSG00000265946,,,18,q22.3,71665148,71665525
ENSG00000120645,HGNC:29193,IQSEC3,12,p13.33,66767,178455
ENSG00000265934,HGNC:17742,ARL2BPP1,18,q23,76703444,76704254
ENSG00000284951,,,10,p12.1,26379034,26387374
ENSG00000272325,HGNC:8050,NUDT3,6,p21.31,34279679,34392669
ENSG00000205433,HGNC:39325,SNRPGP6,10,q25.3,116409256,116409475
ENSG00000265644,,,18,q23,78480549,78484867
ENSG00000236514,,,10,p11.21,37857740,37859110
ENSG00000168685,HGNC:6024,IL7R,5,p13.2,35852695,35879603
ENSG00000276805,,,10,p11.1,38403189,38452153
ENSG00000264598,,,17,q11.2,33052107,33052867
ENSG00000265801,,,17,q11.2,27465112,27465541
ENSG00000261499,,,17,q12,36274191,36320547
ENSG00000276023,HGNC:17007,DUSP14,17,q12,37489891,37513501
ENSG00000275716,,,6,q16.3,100093311,100093768
ENSG00000197563,HGNC:8967,PIGN,18,q21.33,61905255,62187118
ENSG00000261080,HGNC:53512,RUNX2-AS1,6,p21.1,45573346,45576770
ENSG00000170915,HGNC:15708,PAQR8,6,p12.2,52361421,52407777
ENSG00000271042,,,6,q16.2,99082449,99082761
ENSG00000148468,HGNC:23522,FAM171A1,10,p13,15211643,15371289
ENSG00000005156,HGNC:6600,LIG3,17,q12,34980512,35009743
ENSG00000203972,HGNC:21349,GLYATL3,6,p12.3,49499923,49528078
ENSG00000156535,HGNC:21685,CD109,6,q13,73695785,73828316
ENSG00000254048,,,8,q12.1,58991720,58992938
ENSG00000272518,,,8,q21.13,79956465,79957381
ENSG00000136939,HGNC:8216,OR1L4,9,q33.2,122723990,122724925
ENSG00000047621,HGNC:1184,C12orf4,12,p13.32,4487735,4538508
ENSG00000253468,,,8,q22.2,98412882,98413784
ENSG00000181997,HGNC:32049,AQP7P2,9,q13,64621560,64637586
ENSG00000229817,,,9,q32,114845594,114848585
ENSG00000177736,HGNC:51607,FXNP2,9,q33.3,124968294,124968840
ENSG00000275386,,,8,q22.1,93974671,93974776
ENSG00000254189,,,8,q21.13,83099976,83100846
ENSG00000270416,HGNC:32241,REXO1L4P,8,q21.2,85802574,85806435
ENSG00000251349,HGNC:38838,MSANTD3-TMEFF1,9,q31.1,100442271,100577636
ENSG00000229182,HGNC:29732,MRPS16P1,8,q21.3,91917507,91917918
ENSG00000189180,HGNC:13096,ZNF33A,10,p11.1,38010650,38065088
ENSG00000035681,HGNC:8017,NSMAF,8,q12.1,58583508,58659853
ENSG00000127184,HGNC:2292,COX7C,5,q14.3,86617928,86620962
ENSG00000287843,,,9,p21.3,23826491,23828877
ENSG00000223615,,,9,q31.2,107115784,107115954
ENSG00000227958,,,9,q34.3,135204722,135237597
ENSG00000236403,,,9,q34.3,134936524,134943207
ENSG00000157303,HGNC:28391,SUSD3,9,q22.31,93058688,93085133
ENSG00000250081,,,5,q12.3,65486444,65487048
ENSG00000280009,,,5,q14.3,86305233,86306149
ENSG00000135315,HGNC:21107,CEP162,6,q14.3,84124241,84227643
ENSG00000249153,,,5,q14.3,85848502,85849199
ENSG00000250885,HGNC:52906,LINC02061,5,p13.3,32646564,32651976
ENSG00000271904,,,5,q14.3,88433892,88498697
ENSG00000251348,HGNC:35142,HSPD1P11,5,q15,95768999,95770700
ENSG00000250544,HGNC:52902,LINC02059,5,q14.3,86746818,86749777
ENSG00000149503,HGNC:6058,INCENP,11,q12.3,62123998,62153169
ENSG00000221398,,,21,q22.12,34456110,34456237
ENSG00000186479,HGNC:23271,RGS7BP,5,q12.3,64506015,64612319
ENSG00000130021,HGNC:16818,PUDP,X,p22.31,6667865,7148158
ENSG00000180509,HGNC:6240,KCNE1,21,q22.12,34446688,34512214
ENSG00000214853,HGNC:53703,PPIAP79,5,q14.3,84999812,85000315
ENSG00000251450,HGNC:40499,RASGRF2-AS1,5,q14.1,80947694,80960907
ENSG00000250585,HGNC:43924,LINC00604,5,p13.1,40240167,40267657
ENSG00000249276,,,5,p12,43874367,43886628
ENSG00000279869,,,5,p14.1,25716271,25716715
ENSG00000226926,HGNC:51488,PDZPH1P,5,q21.2,103430406,103526618
ENSG00000225357,HGNC:16186,RPF2P1,20,q11.22,35752814,35753719
ENSG00000283527,,,20,q11.22,35769785,35769867
ENSG00000130054,HGNC:30701,NALF2,X,q13.1,69504326,69532508
ENSG00000165507,HGNC:23355,DEPP1,10,q11.21,44970981,44978809
ENSG00000232926,,,22,q11.21,19887289,19887970
ENSG00000093010,HGNC:2228,COMT,22,q11.21,19941371,19969975
ENSG00000214078,HGNC:2314,CPNE1,20,q11.22,35626031,35664956
ENSG00000142156,HGNC:2211,COL6A1,21,q22.3,45981770,46005050
ENSG00000109680,HGNC:25624,TBC1D19,4,p15.2,26576437,26756223
ENSG00000268629,HGNC:11735,TEX13A,X,q22.3,105218929,105220694
ENSG00000287969,,,10,q21.1,59357007,59364075
ENSG00000230967,,,10,q24.32,101322485,101323394
ENSG00000271207,HGNC:52087,MTCO1P22,5,q21.1,100053686,100055045
ENSG00000250694,,,5,p14.2,24352309,24353443
ENSG00000283578,HGNC:52321,MTND5P42,10,q23.31,89786610,89787107
ENSG00000250079,,,5,p14.1,28213359,28214559
ENSG00000171160,HGNC:24001,MORN4,10,q24.2,97614553,97633500
ENSG00000255585,,,9,q34.3,137776539,137789235
ENSG00000251376,,,5,q11.2,55054428,55055140
ENSG00000251435,HGNC:51615,C1GALT1P2,5,q11.2,56192530,56193633
ENSG00000133302,HGNC:25408,SLF1,5,q15,94618669,94739436
ENSG00000130560,HGNC:30221,UBAC1,9,q34.3,135932969,135961373
ENSG00000235961,HGNC:28248,PNMA6A,X,q28,153072454,153075019
ENSG00000188153,HGNC:2207,COL4A5,X,q22.3,108439838,108697545
ENSG00000285805,,,15,q21.3,55588666,55589811
ENSG00000261775,,,15,q24.1,74489602,74516959
ENSG00000259499,,,15,q15.3,44387320,44390451
ENSG00000281264,HGNC:49002,SALRNA3,15,q23,70615547,70616567
ENSG00000259265,,,15,q23,69037549,69043565
ENSG00000259503,,,15,q23,70321576,70326742
ENSG00000259223,,,15,q22.2,60073554,60118320
ENSG00000285142,,,12,p13.31,7637396,7647086
ENSG00000259931,,,15,q24.2,75512770,75513040
ENSG00000235420,HGNC:36601,RPL29P30,15,q23,70796597,70802688
ENSG00000256654,,,12,p13.32,4909867,5026012
ENSG00000178741,HGNC:2267,COX5A,15,q24.2,74919791,74938083
ENSG00000213260,HGNC:30564,YWHAZP5,10,q25.1,105686322,105687051
ENSG00000148834,HGNC:13312,GSTO1,10,q25.1,104235356,104267459
ENSG00000283138,,,12,p13.32,3752518,3757842
ENSG00000256577,HGNC:40548,SLC6A12-AS1,12,p13.33,203642,205094
ENSG00000081377,HGNC:1719,CDC14B,9,q22.33,96490241,96619843
ENSG00000256969,,,12,p13.32,4012902,4026658
ENSG00000285523,,,12,p13.32,5088002,5092742
ENSG00000249790,HGNC:56013,LINC02972,12,p13.31,8788253,8795789
ENSG00000059804,HGNC:11007,SLC2A3,12,p13.31,7919230,7936187
ENSG00000214702,HGNC:51910,COMMD4P2,15,q24.1,74097106,74098414
ENSG00000285863,,,15,q22.2,61861109,61894164
ENSG00000261632,,,15,q23,71972206,72040265
ENSG00000140481,HGNC:26552,CCDC33,15,q24.1,74202705,74336472
ENSG00000288539,,,5,q11.2,52853183,52872925
ENSG00000287434,,,5,q12.1,60699729,60702010
ENSG00000278958,,,5,q21.2,104434772,104435499
ENSG00000248430,HGNC:39308,HMGB3P16,5,q22.2,112452703,112452989
ENSG00000271862,,,5,q14.2,83049376,83050964
ENSG00000152669,HGNC:18576,CCNO,5,q11.2,55231152,55233608
ENSG00000271035,,,5,p14.1,28897785,28898274
ENSG00000183617,HGNC:16685,MRPL54,19,p13.3,3762682,3768575
ENSG00000278845,HGNC:16651,MRPL45,17,q12,38297023,38323217
ENSG00000254894,HGNC:40744,NAV2-AS1,11,p15.1,20119684,20120632
ENSG00000113494,HGNC:9446,PRLR,5,p13.2,35048756,35230487
ENSG00000241228,HGNC:37025,RPL12P31,11,p13,35997226,35997675
ENSG00000147649,HGNC:29608,MTDH,8,q22.1,97644184,97730260
ENSG00000165879,HGNC:3944,FRAT1,10,q24.1,97319271,97321915
ENSG00000129932,HGNC:28662,DOHH,19,p13.3,3490821,3500674
ENSG00000135362,HGNC:25878,PRR5L,11,p13,36296288,36465204
ENSG00000223993,HGNC:54131,LINC02647,10,q23.1,85378327,85432775
ENSG00000217631,,,6,p12.3,49273600,49273794
ENSG00000231776,HGNC:51791,LINC01611,6,q14.3,84421028,84556152
ENSG00000228694,HGNC:42205,MTND4P18,10,p11.21,36434710,36435174
ENSG00000196072,HGNC:20984,BLOC1S2,10,q24.31,100273280,100286680
ENSG00000249481,HGNC:22957,SPATS1,6,p21.1,44342650,44380179
ENSG00000205927,HGNC:9398,OLIG2,21,q22.11,33025935,33029196
ENSG00000236377,,,17,q11.2,32905662,32906584
ENSG00000266282,HGNC:44640,UBL5P2,17,q11.2,32227890,32228108
ENSG00000263729,,,17,p11.2,20983902,20984046
ENSG00000087095,HGNC:29858,NLK,17,q11.2,28041737,28196381
ENSG00000232539,HGNC:48643,LINC00945,21,q22.11,33057829,33064983
ENSG00000167785,HGNC:26422,ZNF558,19,p13.2,8806170,8832314
ENSG00000184221,HGNC:16983,OLIG1,21,q22.11,33070141,33072413
ENSG00000251234,HGNC:43833,PSMA2P2,8,q22.1,93939364,93942877
ENSG00000226527,,,21,q22.11,33110867,33123725
ENSG00000130037,HGNC:6224,KCNA5,12,p13.32,5043879,5046788
ENSG00000226433,,,21,q22.11,33152614,33159110
ENSG00000284591,,,12,p13.31,7620542,7621450
ENSG00000261799,,,12,p13.33,273954,277123
ENSG00000229086,HGNC:1296,LINC01548,21,q22.11,33164809,33170649
ENSG00000120647,HGNC:28203,CCDC77,12,p13.33,389273,442642
ENSG00000226501,HGNC:23773,USF1P1,21,q22.11,33334571,33335096
ENSG00000160180,HGNC:11757,TFF3,21,q22.3,42311667,42315409
ENSG00000079102,HGNC:1535,RUNX1T1,8,q21.3,91954967,92103286
ENSG00000219453,,,6,p22.3,23649496,23649774
ENSG00000196114,HGNC:54541,IFITM3P3,6,p21.31,34576258,34576656
ENSG00000228613,,,2,p25.3,1546665,1620113
ENSG00000164627,HGNC:21202,KIF6,6,p21.2,39329990,39725408
ENSG00000235779,,,2,p25.3,290941,314373
ENSG00000166351,HGNC:23822,POTED,21,q11.2,13609777,13645823
ENSG00000284031,HGNC:41591,MIR4761,22,q11.21,19963753,19963834
ENSG00000099889,HGNC:728,ARVCF,22,q11.21,19969896,20016823
ENSG00000225155,HGNC:38741,TOMM22P5,10,q26.11,118643760,118644198
ENSG00000228462,HGNC:35550,RPS19P7,10,q11.21,45073146,45073541
ENSG00000165886,HGNC:25683,UBTD1,10,q24.1,97498924,97571206
ENSG00000275832,HGNC:29293,ARHGAP23,17,q12,38419280,38512385
ENSG00000165644,HGNC:26309,COMTD1,10,q22.2,75233641,75236030
ENSG00000110442,HGNC:25014,COMMD9,11,p13,36269284,36289449
ENSG00000189292,HGNC:27683,ALKAL2,2,p25.3,279558,288851
ENSG00000142303,HGNC:13201,ADAMTS10,19,p13.2,8580240,8610735
ENSG00000177398,HGNC:12560,UMODL1,21,q22.3,42062959,42143453
ENSG00000234580,,,10,q11.21,44591208,44602104
ENSG00000119986,HGNC:30898,AVPI1,10,q24.2,97677424,97687241
ENSG00000287779,,,10,q25.1,104313308,104313479
ENSG00000274937,,,15,q24.1,74374678,74375511
ENSG00000232739,,,10,p13,15237492,15241767
ENSG00000259656,,,15,q21.1,49101791,49103264
ENSG00000286344,,,10,q26.13,123560326,123562213
ENSG00000259222,,,15,q23,69080879,69099987
ENSG00000259286,,,15,q23,68833830,68834749
ENSG00000286770,,,15,q23,68483202,68487149
ENSG00000227713,,,2,p25.3,724194,731224
ENSG00000137808,,,15,q23,68930504,69028889
ENSG00000124935,HGNC:18396,SCGB1D2,11,q12.3,62242239,62244812
ENSG00000261779,,,15,q24.2,75211301,75212167
ENSG00000241890,HGNC:31027,RPL13P4,15,q24.2,75388267,75388828
ENSG00000227364,,,2,p25.3,2729908,2730957
ENSG00000052749,HGNC:29100,RRP12,10,q24.1,97356358,97426076
ENSG00000280360,,,2,p25.3,687799,688348
ENSG00000248227,HGNC:53502,LINC02513,4,p14,38366914,38385759
ENSG00000242262,,,4,p12,47706372,47706987
ENSG00000286905,,,2,p25.3,3532008,3558333
ENSG00000270688,,,9,q21.33,86228815,86228983
ENSG00000237370,,,2,p25.3,3603397,3604242
ENSG00000107187,HGNC:6595,LHX3,9,q34.3,136196250,136205128
ENSG00000128918,HGNC:15472,ALDH1A2,15,q21.3,57953424,58497866
ENSG00000254518,HGNC:54269,LINC02750,11,p11.12,50298579,50304656
ENSG00000109819,HGNC:9237,PPARGC1A,4,p15.2,23755041,23904089
ENSG00000285283,,,11,p13,31812391,32104665
ENSG00000285895,,,11,q12.1,58491773,58493480
ENSG00000171853,HGNC:24284,TRAPPC12,2,p25.3,3379675,3485094
ENSG00000186660,HGNC:14983,ZFP91,11,q12.1,58579063,58621550
ENSG00000264970,,,17,p11.2,22671433,22706703
ENSG00000124507,HGNC:8570,PACSIN1,6,p21.31,34466061,34535229
ENSG00000226117,,,17,q21.1,39839369,39839524
ENSG00000244086,,,17,q12,38855314,38855670
ENSG00000283381,,,17,q12,33692229,33692484
ENSG00000141738,HGNC:4567,GRB7,17,q12,39737927,39747291
ENSG00000255753,,,12,p13.31,9314402,9316173
ENSG00000255885,,,12,p13.31,7870852,7871370
ENSG00000177586,HGNC:19589,OR7E149P,12,p13.31,8437403,8438425
ENSG00000255977,,,12,p13.31,7606834,7607331
ENSG00000255958,HGNC:54822,GABARAPL1-AS1,12,p13.2,10214161,10214761
ENSG00000238152,HGNC:19561,OR7E140P,12,p13.31,8414780,8415805
ENSG00000256661,HGNC:41022,A2ML1-AS1,12,p13.31,8776219,8830947
ENSG00000288537,,,9,q33.3,126270121,126275918
ENSG00000214776,,,12,p13.31,9480608,9576275
ENSG00000148200,HGNC:7985,NR6A1,9,q33.3,124517275,124771311
ENSG00000183597,HGNC:25439,TANGO2,22,q11.21,20017014,20067164
ENSG00000225997,HGNC:15165,OR4A8,11,q11,54682877,54683821
ENSG00000255333,,,11,q12.1,58354004,58354499
ENSG00000216708,HGNC:44013,CIR1P3,11,p13,34430880,34431649
ENSG00000240975,,,11,p12,39161453,39161967
ENSG00000271369,,,11,p13,34709600,34710161
ENSG00000149124,HGNC:13734,GLYAT,11,q12.1,58640426,58731974
ENSG00000134594,HGNC:9773,RAB33A,X,q26.1,130171962,130184870
ENSG00000214826,HGNC:2737,DDX12P,12,p13.31,9418673,9448229
ENSG00000056277,HGNC:25955,ZNF280C,X,q26.1,130202707,130268899
ENSG00000074842,HGNC:16948,MYDGF,19,p13.3,4641374,4670362
ENSG00000255309,,,11,p15.3,11759101,11759433
ENSG00000255368,,,11,p14.3,25140533,25141023
ENSG00000254708,HGNC:54997,MMADHCP2,11,p13,34335118,34336003
ENSG00000255450,,,11,p14.1,29275655,29276565
ENSG00000112081,HGNC:10785,SRSF3,6,p21.31,36594353,36605600
ENSG00000254544,HGNC:43737,PCNAP4,11,p15.1,19274540,19275269
ENSG00000280798,HGNC:27456,LINC00294,11,p13,33076149,33079454
ENSG00000150244,HGNC:19021,TRIM48,11,q11,55262155,55271114
ENSG00000010379,HGNC:11046,SLC6A13,12,p13.33,220621,262873
ENSG00000255359,HGNC:44653,CCDC179,11,p14.3,22846922,22860474
ENSG00000182551,HGNC:30576,ADI1,2,p25.3,3497366,3519531
ENSG00000254743,HGNC:15138,OR10V3P,11,q12.1,59741325,59742049
ENSG00000254669,,,11,p13,35579430,35585310
ENSG00000185238,HGNC:30163,PRMT3,11,p15.1,20387558,20509338
ENSG00000181143,HGNC:15582,MUC16,19,p13.2,8848844,8981342
ENSG00000266579,,,6,p11.2,57493855,57497691
ENSG00000271367,,,6,p12.1,53350158,53350705
ENSG00000118407,HGNC:21015,FILIP1,6,q14.1,75291859,75493800
ENSG00000156709,HGNC:8768,AIFM1,X,q26.1,130124666,130165879
ENSG00000233684,HGNC:52684,LINC01865,2,p25.3,317912,342118
